id,trip_duration_min,distance_km,battery_level_start,temperature_c,wind_speed,demand_index,distance_km_noisy,city_zone,scooter_model,is_weekend,rental_price,avg_price_last_week
0,25.599706536604938,7.44113502585982,78.51971712345113,6.128784110307299,8.680981598670629,0.8611135200614256,11.102967609567692,center,C,0,17.25671262666651,16.734475504077807
1,57.28928685254539,8.770495472975114,85.95772140836392,,8.812506816818898,0.07833821776200667,9.426185642571692,park,A,1,12.305828665673644,12.411777954138012
2,45.25966679962728,6.1474918379589765,31.71490052822529,26.09983679855062,3.5018652433196107,0.07257479804471079,6.285574543926964,center,A,0,11.246924885870182,10.948370106346001
3,37.92621663083701,7.740659716461084,86.63437724593824,11.560209412232549,0.8325765805063212,0.8503177081575989,8.455020246542583,park,B,1,18.67156766293502,18.71108329359921
4,13.581025224334008,3.8468346991157922,63.22372254322458,15.54281543814791,7.245579091588183,0.21285008603835742,7.641726322993721,suburb,B,0,5.40640716695918,5.369427398373078
5,13.579698618491145,4.937126314003751,87.57327272721794,5.9980633140937805,3.1151229901398603,0.6687532544498137,3.446736808106579,suburb,C,0,8.585134778510438,8.663448396784693
6,8.19459866925097,1.731881641216686,54.50413650728117,16.226962853371894,7.8292361425757235,0.5428781323608052,0.05125476281210206,center,C,0,7.292277027498179,7.224153046063314
7,52.63968801762144,12.294156943043786,50.3232388306428,19.44032701592834,4.426548482604331,0.8328935948872295,11.161857648185904,center,C,1,26.811906637053777,26.977362234033365
8,38.06132564587649,7.7789146985504205,93.2048586013778,19.272676343803617,4.852667423426215,0.12508890983640353,7.827129418997262,suburb,B,1,11.738612885866761,11.527548402818175
9,43.943991778782504,15.495205513697792,40.0935414038721,13.310667304359129,7.779094067485368,0.12978296572261128,12.906548826478932,center,C,1,19.947588242551603,20.181959760287015
10,6.132147186269135,1.0377016126489147,87.53698602289145,12.888329516578388,3.823633310616279,0.5568183602783076,1.0712104716268267,center,C,1,5.427480743017799,5.062193710189678
11,58.34504186890969,14.23102576928799,,7.665590473414947,4.431273453229146,0.9463786533583709,16.7713464694085,center,A,0,31.78554677810014,32.13733397285687
12,50.78434524402319,9.04263783817683,61.12763540410078,14.16995801615671,3.761904687696221,0.41499775837075425,9.269748924113996,center,A,1,15.248229493477119,15.863723350778452
13,16.67865108730519,5.14584175654835,44.67746251915872,7.487366721824117,3.6734051527727996,0.32694210025469495,4.706813568085435,center,A,1,11.375953558181486,11.408386981491224
14,15.000373196390534,4.604296556745463,,24.164898617801292,5.259465769014594,0.6066893231978858,3.677055883720022,suburb,C,0,11.458681543360202,11.929433628836852
15,15.08724804193886,2.932459522849663,46.0168957020969,29.156857443704645,8.087994445011507,0.9304486005450311,4.28022707967701,center,B,0,8.112264427929139,8.6607869666969
16,21.733323362774573,3.3998883398194195,23.141553139332185,29.251861416667673,,0.8369278328446237,2.161139179962348,center,A,0,9.871884062117987,9.775603750899025
17,33.86160373977308,9.632995201412262,41.75988842754848,26.626777484384846,5.242547205377367,0.9954836107332199,12.402589082311135,suburb,B,1,25.39931479341791,25.413674262530677
18,28.756976025316366,8.033717583671448,20.510323472527254,20.019803733490477,6.707273254426008,0.02256858320237709,10.933757205242983,park,C,1,12.209728579735494,11.965493327653206
19,21.017602710892305,4.116286926775724,98.26838296454854,22.521642431097,2.6943944630365504,0.11285814471276223,4.501413124768406,center,C,1,9.473844989477396,9.248962626780468
20,38.651909209730874,13.018926765914909,97.2597767855798,12.130145067010352,2.7752280490239256,0.609467763366622,13.001654133799942,center,A,1,23.31659509303036,23.386456105734872
21,12.6721623358623,3.0829939609838406,51.6124237977844,20.76926050431552,9.334131270234549,0.8205764393338497,4.6289836733461796,suburb,B,1,9.770423852152875,9.279675437300844
22,21.067955669436998,5.262335158930249,78.26966834717169,16.391238735996936,7.235345733310886,0.28524434230676654,6.904532912271236,park,A,1,9.522330045573657,9.772765033669662
23,25.149901381153043,8.371114514938595,47.664487872834,17.050433494423313,5.771866762233088,0.23921108803421876,7.162126918349472,suburb,C,1,12.401003636995005,12.451189067157362
24,30.083849131936976,7.386457227837545,73.68745256687808,23.94441400937895,6.47720054420612,0.7869757993812009,6.596624528132493,suburb,B,0,17.628332400301446,17.8327319577633
25,48.18467787661575,13.214225357425311,84.43440344367832,,,0.05638185385323158,11.230704205400368,center,A,0,14.63636621771708,14.581756854227097
26,15.982058018709786,4.254746368830862,95.74049957537926,12.950990292362997,6.181029655616968,0.3693826475825851,4.8683437763319475,suburb,C,0,7.224892986474467,7.426651074290968
27,33.282894112748636,7.002590321786688,52.01698206797376,28.116044778215915,5.095088732242019,0.5058092225923297,8.002532146972024,center,A,1,15.143712606432581,15.21800618629626
28,37.58280128741234,12.979896404015655,,6.405607371274306,5.457496797794357,0.5603486743503234,10.955007947223745,suburb,B,0,21.032331164295304,21.184498659056633
29,7.554772699599875,1.975559443030466,41.274276050569505,17.14085746033351,,0.7286151567927769,1.2927610858062273,suburb,B,0,6.172213496482084,6.442727161639772
30,38.41496685457911,11.846165206960523,99.22658430349186,27.820020010196544,0.8147389771294189,0.35484572343065823,9.825284330588499,park,B,0,19.36976303557283,18.99027836740671
31,14.378826802801035,2.254735776088112,22.06156790114809,20.259075195453924,1.9333923361205219,0.6126843446746072,0.9065360607223558,center,B,0,7.665749201224272,7.454826804071236
32,8.577837614190374,1.0553086481184817,68.28230452008967,18.660176855303302,,0.5853754227909563,1.881834238457931,center,B,0,3.10126386941766,3.7957103469504925
33,57.18870454893333,9.005880803218716,,,4.08699562270934,0.5476161006537471,7.905657703201297,suburb,A,0,16.05187870798522,16.11406047773563
34,58.10976181910077,17.156362574208103,75.04364456593031,13.581887226611206,4.666831558308642,0.6404832931422122,16.705123640159655,suburb,A,0,29.83851434607327,29.32347513500042
35,49.461854146405365,12.180527447531666,29.631006303127123,,0.5270978985343899,0.2594491710680763,9.739559855610693,suburb,A,0,15.286635287049736,14.773262551709209
36,21.753757304535387,7.342697064637572,95.08238267785043,,,0.08464875358462898,7.623182379224568,center,A,0,10.65013443304388,10.627637042680501
37,10.371966270351113,2.787840616225061,34.494662324006626,17.868554843919497,7.171814470467577,0.11927167203974343,2.721430636458088,center,C,0,5.196456604883579,5.039545544685365
38,42.63281645816863,13.749756143307613,69.82027225918728,7.489492838500723,5.380946641211112,0.22458238265390107,12.656317268257869,suburb,C,0,18.32405383097422,18.08214227775719
39,29.20838715567807,5.193701391467418,37.814086329846795,5.400703911378078,5.087059842162667,0.5001979355227852,4.910179944943707,center,A,0,9.67927691087171,10.21722045116294
40,11.712102916462836,3.3976043492593253,44.57731336170167,29.092129717176228,2.431245304226687,0.8404427505460201,3.668046670014492,park,C,0,9.378680621679164,9.267946715702335
41,32.23473005611986,9.531463691727229,63.71668333824995,14.424654182171041,7.447507316299222,0.7012933420883841,8.309161468363213,center,C,0,18.456804123330276,18.703095960990957
42,6.891368661337012,2.0121747180121847,53.37547348516612,20.080326552487605,1.6823657910849188,0.7890406042020471,-0.20221909799048454,suburb,B,1,8.311405782571859,8.386443221884566
43,55.01262211433301,17.31059612768553,32.818048078120505,6.992876829682125,,0.3509756239260914,20.01895777671575,suburb,A,0,24.637543566571306,24.549076772160404
44,19.23289898800093,4.8226244520626524,33.674912193667865,,4.607121713482755,0.40465374164855017,3.8727153949972433,suburb,C,0,9.73485030517478,9.392332953880294
45,41.438725639469006,11.77971839356797,53.451583053023974,28.314167717649024,2.862798621119409,0.3936818859906128,11.634578238787636,center,C,0,18.770664484362605,19.0014339505664
46,22.144109184917603,3.3665050451397263,80.58263826204006,,2.4746298123314636,0.19187318440450152,4.8827646476701965,park,A,0,5.676610155295355,4.973301403118737
47,33.60374116477959,5.378784870113153,91.83717174782308,8.152883059385264,6.452376445533316,0.06121665814357202,10.672367651468878,center,B,0,6.229163072932681,6.490366315424935
48,35.069065363880384,12.756055812504425,26.73021298075063,19.543038186836917,,0.5909160928272268,10.889326137671127,suburb,A,0,20.56228083938481,20.60766650073095
49,15.166995053903987,3.6859034163572604,51.44831260475208,24.15868032761631,8.245170697999292,0.9892166834205861,4.360644236947025,center,B,0,9.781016092145878,9.966589120872948
50,58.32715452705072,16.775880149149604,28.01964509783013,15.160413414350467,4.177085669729759,0.16682970495026284,15.714551721208444,center,C,0,17.365217010730127,17.367545915766353
51,47.6323052848613,11.589047611535158,21.32739845060783,26.995943698536696,0.7308509102615024,0.046684819899273755,10.780862154670091,center,B,0,13.494790499137569,13.124487260259972
52,56.672441786030404,10.380974387403036,72.93749461151653,21.217073833934112,2.736663849214577,0.779531681823933,9.300656355892851,center,B,1,22.282935342573985,22.403399360056333
53,54.215504273520686,10.468901538566689,68.19595535732702,27.481222957230063,9.80005463196817,0.2525860066847242,8.78041908686581,park,A,0,16.15402928252692,16.40869925718725
54,37.88449883460968,10.262359492980206,33.0415291051909,20.58763278118343,5.962585752327021,0.8296438053529284,10.200422450303213,center,C,1,21.816143298796913,21.67239865450549
55,55.70308292627143,13.397685040008616,38.70502664744513,8.282199300120606,,0.7039366670345154,11.185931009436263,suburb,A,0,24.98904288690945,25.186260501283964
56,9.867087612855572,1.6431269229175374,21.89662029156147,12.742292777629729,0.07357829625414536,0.9456735370508046,3.063338272685343,park,A,0,6.718103026285239,6.807068516285956
57,15.779057433052985,3.8652641551676363,86.7957764555523,10.044873706311423,5.182057321825209,0.408927235756672,3.9477685592176983,center,C,0,10.172446620935613,10.307612265998852
58,7.487500890079594,2.5414497017206825,97.97524768388412,27.720662442921558,0.3752865753180312,0.6619698394506341,3.175102161072842,suburb,A,1,7.82204628427263,7.564185874792778
59,22.893168191979537,5.347123901989043,30.836762943575266,24.010001682187067,5.69230212091448,0.4648547808132707,4.647840984069709,center,A,0,12.375625779347914,12.760274588132607
60,26.37725093292151,5.502518776302596,38.51801710122385,21.90995922275015,9.207708496360754,0.6305886973085435,4.951712874984973,center,B,0,13.074949525471215,13.163758818008025
61,19.924196747564274,6.400620985798508,89.47276191575472,12.524157990790542,9.684191305004079,0.44959890600773733,6.8319668435495,center,A,0,12.599898814565176,12.849411742070638
62,50.58056300335611,11.269634136408857,,9.601119301255338,5.405526753889242,0.18863224642407483,9.52355818780012,park,C,0,17.04149468811427,16.92504971426256
63,24.62143296814741,5.983840999231087,53.57019062454483,23.911277199722797,4.582048052522159,0.5078974160033809,5.446855347611083,center,A,1,12.491486032031021,12.786173277545457
64,20.45139803280594,3.269266232076277,24.049797781525932,16.853948646976992,9.45017094248494,0.5285842014374423,1.9798459612585957,suburb,B,0,8.20201585328234,8.075433167576104
65,34.848284573703666,5.536348354813447,23.151346695425552,10.644738803765728,6.736098319966951,0.8106038482601611,4.200495138926926,suburb,A,0,12.401152167324634,12.13362529376731
66,12.750832373611946,3.048112235757234,65.91598928552084,20.415549454131877,0.6489927953840946,0.7355207057935812,-0.11664512518122816,park,A,0,9.804310131172286,10.335862858239873
67,49.120833941472185,11.911528113912818,51.431608711454324,6.008346303461299,4.657255776674976,0.6637916239414441,13.920517998132818,center,A,0,24.7717868857062,24.05998722930373
68,9.100285402387396,2.767900402322651,22.29219420621236,13.154256353206337,2.402450184643039,0.11338709555257254,1.7380922725919978,suburb,B,0,6.294500183932568,7.191466987044686
69,59.27878151302845,12.164892514699497,66.66019138500454,16.713924864778367,4.698043214486816,0.720616290663715,13.909956597444822,suburb,C,0,21.848233957425364,22.05875601718046
